date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
8/15/1980,17.5,10,25,,,,9.1,,,
8/16/1980,17,15,19,,,,7.7,,,
8/17/1980,17.2,15,20,,,272,10.4,,,
8/18/1980,18.5,15,23,,,,7.2,,,
8/19/1980,,,,,,,,,,
8/20/1980,17.1,15,20,,,259,15.1,,,
8/21/1980,20.4,14,27,,,246,22.2,,,
8/22/1980,15.5,12,19,,,297,16.9,,,
8/23/1980,,,,,,,,,,
8/24/1980,,,,,,,,,,
8/25/1980,11.1,5,17,,,,6.6,,,
8/26/1980,13.1,6,21,,,,8.5,,,
8/27/1980,17.8,11,24,,,65,7.6,,,
8/28/1980,19,13,24,,,,5,,,
8/29/1980,19,16,22,,,,8.3,,,
8/30/1980,18.8,16,21,,,232,16.5,,,
8/31/1980,14.4,12,17,,,250,27.8,,,
9/1/1980,10.8,10,12,,,276,15.2,,,
9/2/1980,11,6,16,,,,9,,,
9/3/1980,12.5,3,22,,,,5.5,,,
9/4/1980,18.2,11,27,,,222,9.5,,,
9/5/1980,18.6,11,27,,,,10.3,,,
9/6/1980,14.5,11,17,,,259,15.1,,,
9/7/1980,13,7,19,,,,7.9,,,
9/8/1980,14.3,7,21,,,,6.1,,,
9/9/1980,13.2,11,15,,,226,13.4,,,
9/10/1980,11.4,9,14,,,232,12.6,,,
9/11/1980,13.3,9,16,,,254,21.9,,,
9/12/1980,16.2,12,22,,,244,13.8,,,
9/13/1980,,,,,,,,,,
9/14/1980,12.2,7,16,,,249,16.8,,,
9/15/1980,13.4,8,18,,,,11.7,,,
9/16/1980,14.1,8,20,,,,7.3,,,
9/17/1980,15.3,8,22,,,231,9.8,,,
9/18/1980,16.2,14,20,,,,7.1,,,
9/19/1980,17.2,11,25,,,,5.8,,,
9/20/1980,,,,,,,,,,
9/21/1980,16.2,9,23,,,70,6.6,,,
9/22/1980,14.9,10,19,,,,6.2,,,
9/23/1980,14.6,13,17,,,275,10.7,,,
9/24/1980,13.6,13,15,,,,6.5,,,
9/25/1980,14.3,11,18,,,,4.2,,,
9/26/1980,13.3,11,16,,,,4.6,,,
9/27/1980,11,9,12,,,,5.1,,,
9/28/1980,10.7,7,14,,,,5.1,,,
9/29/1980,8.5,3,15,,,,4.1,,,
9/30/1980,,,,,,,,,,
10/1/1980,12.3,8,15,,,,8.4,,,
10/2/1980,11.5,9,14,,,,11.4,,,
10/3/1980,9.3,5,13,,,358,5.3,,,
10/4/1980,9.3,2,16,,,,4.8,,,
10/5/1980,10.3,7,12,,,,6.8,,,
10/6/1980,10.5,5,17,,,222,12.9,,,
10/7/1980,12.6,8,18,,,199,10.5,,,
10/8/1980,8,6,9,,,208,17.4,,,
10/9/1980,6.3,5,8,,,216,13,,,
10/10/1980,4.6,1,6,,,,7.8,,,
10/11/1980,3.7,-2,7,,,,12,,,
10/12/1980,6.3,6,7,,,,6.3,,,
10/13/1980,5.1,4,6,,,281,19.4,,,
10/14/1980,5.8,3,9,,,,6,,,
10/15/1980,7.8,5,12,,,,7.6,,,
10/16/1980,11.3,4,18,,,134,11.6,,,
10/17/1980,12.5,8,16,,,207,18.1,,,
10/18/1980,7.5,6,8,,,269,8.2,,,
10/19/1980,6,5,7,,,286,9.1,,,
10/20/1980,4.3,0,6,,,217,9.6,,,
10/21/1980,4.9,-1,12,,,,6.7,,,
10/22/1980,6.3,-1,13,,,,5.4,,,
10/23/1980,,,,,,,,,,
10/24/1980,9.9,6,15,,,,11.8,,,
10/25/1980,7,6,9,,,268,13.8,,,
10/26/1980,5.3,1,8,,,224,7.9,,,
10/27/1980,6.3,-1,15,,,189,6.1,,,
10/28/1980,9.6,2,19,,,,5.8,,,
10/29/1980,12.6,7,20,,,245,23.9,,,
10/30/1980,7.5,3,10,,,,11.7,,,
10/31/1980,2.2,-2,6,,,78,9.1,,,
11/1/1980,,,,,,,,,,
11/2/1980,-2.5,-3,-2,,,60,19.5,,,
11/3/1980,-3,-4,-2,,,,18.5,,,
11/4/1980,-2.8,-4,-2,,,61,17.8,,,
11/5/1980,-3,-3,-3,,,,,,,
11/6/1980,-1.8,-3,-1,,,71,13,,,
11/7/1980,0.5,-1,3,,,188,9.8,,,
11/8/1980,4.1,-1,10,,,134,6.9,,,
11/9/1980,3,0,5,,,,6,,,
11/10/1980,-1,-2,0,,,309,9.5,,,
11/11/1980,-1.6,-4,0,,,,4.1,,,
11/12/1980,-2.8,-7,0,,,178,4.1,,,
11/13/1980,-1,-4,2,,,,6.4,,,
11/14/1980,-1.8,-7,5,,,,7.5,,,
11/15/1980,3.8,-3,14,,,,11.3,,,
11/16/1980,12.8,9,19,,,254,27.4,,,
11/17/1980,10.1,4,16,,,214,15,,,
11/18/1980,7.8,3,12,,,238,22.8,,,
11/19/1980,6.1,5,8,,,262,19.7,,,
11/20/1980,7.5,4,13,,,164,7.3,,,
11/21/1980,7.9,2,15,,,220,11.7,,,
11/22/1980,6.1,2,14,,,,7.3,,,
11/23/1980,7.5,2,16,,,213,7.5,,,
11/24/1980,,,,,,,,,,
11/25/1980,4.7,0,11,,,,10.1,,,
11/26/1980,2.7,0,7,,,266,9.1,,,
11/27/1980,1,-1,10,,,,7.9,,,
11/28/1980,-0.9,-2,0,,,,9.2,,,
11/29/1980,-2.2,-4,0,,,272,11.5,,,
11/30/1980,-2.7,-5,-1,,,8,18.3,,,
12/1/1980,-9,-12,-6,,,,6.2,,,
12/2/1980,-10.8,-17,-7,,,,7.3,,,
12/3/1980,-3.9,-7,-2,,,257,16.3,,,
12/4/1980,-4.9,-11,-2,,,238,24.6,,,
12/5/1980,-3.2,-7,1,,,254,28.5,,,
12/6/1980,1.4,-3,3,,,256,37,,,
12/7/1980,-6.8,-12,-4,,,,10.8,,,
12/8/1980,-7.8,-11,-6,,,261,10.2,,,
12/9/1980,-9,-14,-4,,,,8.8,,,
12/10/1980,-2.4,-9,4,,,215,11.2,,,
12/11/1980,3.8,-3,9,,,,19.6,,,
12/12/1980,3,-4,7,,,221,7.4,,,
12/13/1980,1.3,-5,8,,,190,10.3,,,
12/14/1980,,,,,,,,,,
12/15/1980,8.2,4,12,,,246,25.3,,,
12/16/1980,3.5,1,5,,,,14.9,,,
12/17/1980,-0.2,-2,1,,,,6.3,,,
12/18/1980,-0.7,-5,4,,,224,15,,,
12/19/1980,-1.2,-3,0,,,,6.5,,,
12/20/1980,-1.3,-4,2,,,161,8.4,,,
12/21/1980,1.3,-1,4,,,234,10.6,,,
12/22/1980,0.8,-1,2,,,266,14.7,,,
12/23/1980,3.5,0,7,,,237,21.9,,,
12/24/1980,7.6,6,11,,,236,18.1,,,
12/25/1980,4.1,0,8,,,222,10.1,,,
12/26/1980,2.7,-1,6,,,265,16.9,,,
12/27/1980,-2.2,-4,-1,,,,5.9,,,
12/28/1980,-5,-12,-1,,,,4.3,,,
12/29/1980,-11.8,-15,-8,,,,1.7,,,
12/30/1980,-6.8,-13,-3,,,,,,,
12/31/1980,,,,,,,,,,
1/1/1981,1.8,-2,5,,,259,34.8,,,
1/2/1981,0.5,-1,2,,,250,39.4,,,
1/3/1981,5,2,7,,,252,59,,,
1/4/1981,2.3,0,4,,,255,24.5,,,
1/5/1981,-1.8,-3,-1,,,274,26.1,,1014.2,
1/6/1981,-2.7,-4,-1,,,278,13.5,,1014.3,
1/7/1981,-5.8,-8,-4,,,296,15.1,,1026.1,
1/8/1981,-9.5,-16,-6,,,310,9.1,,,
1/9/1981,-10.8,-17,-6,,,164,6.3,,1036.1,
1/10/1981,-4.1,-7,-2,,,,6.4,,1018.4,
1/11/1981,-3.6,-5,-3,,,39,8.3,,,
1/12/1981,-4,-7,-2,,,184,11.1,,,
1/13/1981,-2.8,-6,-1,,,272,10.6,,,
1/14/1981,-3.9,-8,2,,,232,16.7,,,
1/15/1981,1.3,-2,4,,,255,36.4,,,
1/16/1981,-2.6,-4,-1,,,254,23.6,,,
1/17/1981,1.7,-4,4,,,227,25.8,,,
1/18/1981,1,0,2,,,256,20.2,,,
1/19/1981,0.6,-1,3,,,239,21.9,,1012.6,
1/20/1981,-1,-3,1,,,277,17.8,,,
1/21/1981,-3.4,-9,-2,,,290,11.1,,,
1/22/1981,-9,-12,-3,,,,4.8,,,
1/23/1981,-11.3,-15,-6,,,,4.4,,,
1/24/1981,-11,-15,-7,,,,2.9,,,
1/25/1981,-3.4,-13,2,,,,14.7,,,
1/26/1981,,,,,,,,,,
1/27/1981,-6.3,-10,-1,,,,5.4,,,
1/28/1981,-8.3,-14,-3,,,,3.8,,,
1/29/1981,-8.8,-13,-6,,,,5.8,,,
1/30/1981,-9.9,-13,-5,,,,3.7,,1039.9,
1/31/1981,-6.4,-12,1,,,,4,,1041,
2/1/1981,,,,,,,,,,
2/2/1981,-0.5,-6,8,,,,7.2,,1038.2,
2/3/1981,2.1,-5,9,,,228,23.1,,1018.7,
2/4/1981,3.3,1,5,,,251,26.7,,,
2/5/1981,-0.3,-1,1,,,265,19,,1007.3,
2/6/1981,0.8,-2,3,,,245,18.3,,,
2/7/1981,4.9,3,6,,,240,28.6,,,
2/8/1981,5.9,5,7,,,248,19,,1026.8,
2/9/1981,,,,,,,,,,
2/10/1981,2.7,0,6,,,,21.5,,1017.6,
2/11/1981,-1.4,-5,0,,,263,13.8,,,
2/12/1981,-4.7,-7,-3,,,270,6.6,,,
2/13/1981,-7,-12,-2,,,,5.3,,,
2/14/1981,-5.8,-10,-1,,,,5.3,,,
2/15/1981,-5,-10,0,,,170,5.9,,,
2/16/1981,-4.1,-10,1,,,,10.6,,1024.5,
2/17/1981,-3.3,-7,1,,,55,14.1,,,
2/18/1981,-2.9,-4,-2,,,56,12.3,,,
2/19/1981,-4.2,-6,-3,,,38,10,,,
2/20/1981,-3.5,-4,-2,,,,3.2,,,
2/21/1981,-3,-4,-1,,,,4.3,,1020,
2/22/1981,-4.2,-7,-1,,,,5.8,,1017.9,
2/23/1981,-4.6,-11,-2,,,,3.3,,,
2/24/1981,-2.8,-6,2,,,,6.5,,,
2/25/1981,-2.5,-6,0,,,,6.5,,1026,
2/26/1981,-2.5,-10,5,,,,7.8,,,
2/27/1981,-2.5,-9,3,,,80,16.2,,1021.1,
2/28/1981,-1.6,-8,5,,,,11.5,,1014.8,
3/1/1981,,,,,,,,,,
3/2/1981,1.9,-1,7,,,,5.9,,,
3/3/1981,3,1,6,,,,8.6,,,
3/4/1981,0.7,0,1,,,298,8.6,,1009.7,
3/5/1981,1.4,-1,5,,,216,6.9,,1016.3,
3/6/1981,3.9,-1,10,,,185,10.1,,,
3/7/1981,8,3,15,,,,13.2,,1020.5,
3/8/1981,8.2,3,14,,,,14.2,,,
3/9/1981,11.9,10,15,,,239,31.3,,1019.8,
3/10/1981,11.1,9,12,,,239,28.2,,1019,
3/11/1981,13.2,10,17,,,232,27.9,,1010.1,
3/12/1981,11.4,7,14,,,255,21.6,,,
3/13/1981,6,3,8,,,248,19.1,,1004.9,
3/14/1981,6.8,4,10,,,243,22.2,,1007.4,
3/15/1981,6.1,3,10,,,169,6.9,,1010.8,
3/16/1981,4.7,3,7,,,,11.5,,1011.9,
3/17/1981,3.3,0,7,,,,8.9,,,
3/18/1981,0.5,-1,2,,,285,11,,1011.4,
3/19/1981,1.2,-4,7,,,230,15.7,,,
3/20/1981,4.8,-2,14,,,165,7.7,,,
3/21/1981,7.9,1,15,,,,10.8,,1012.1,
3/22/1981,9.3,0,18,,,,12,,1006.6,
3/23/1981,10.5,4,16,,,,11,,1010.5,
3/24/1981,12.6,9,16,,,240,28.8,,,
3/25/1981,13.3,9,19,,,224,17.1,,,
3/26/1981,,,,,,,,,,
3/27/1981,7.3,2,12,,,84,12.3,,,
3/28/1981,7.5,0,15,,,84,11.6,,1011.3,
3/29/1981,,,,,,,,,,
3/30/1981,10.8,8,14,,,,9.2,,1008.9,
3/31/1981,12.6,7,18,,,,10.9,,,
4/1/1981,15.5,10,21,,,123,12.4,,,
4/2/1981,10.2,5,17,,,,6.5,,1013,
4/3/1981,10,4,17,,,80,8.2,,1018,
4/4/1981,9.3,1,17,,,,6.6,,1018.5,
4/5/1981,6.6,5,9,,,,7.3,,,
4/6/1981,7.8,2,14,,,82,8.9,,1019.1,
4/7/1981,11.3,4,20,,,,5.2,,1021.4,
4/8/1981,11.7,6,19,,,201,9.1,,1021.9,
4/9/1981,11.5,6,16,,,,6.5,,1023.8,
4/10/1981,11.2,4,18,,,70,10.6,,1022.7,
4/11/1981,11,4,19,,,,10.9,,1017.1,
4/12/1981,11.8,2,21,,,,4.3,,,
4/13/1981,,,,,,,,,,
4/14/1981,13.3,8,18,,,,8.9,,1022,
4/15/1981,11.3,4,18,,,45,7.8,,,
4/16/1981,8.4,3,14,,,335,12.6,,,
4/17/1981,3.6,-1,7,,,55,19.6,,1018.6,
4/18/1981,1.2,-3,4,,,,11.4,,1019.8,
4/19/1981,,,,,,,,,,
4/20/1981,4.4,-1,9,,,,8.7,,1018.2,
4/21/1981,6.2,-2,12,,,,6.4,,1020.9,
4/22/1981,4.8,-1,10,,,302,8.4,,1018.2,
4/23/1981,4,-2,10,,,,6.9,,1012,
4/24/1981,5.1,1,8,,,47,15.1,,1010.4,
4/25/1981,8.3,0,14,,,,7.9,,,
4/26/1981,11.7,3,20,,,104,17.7,,1002.6,
4/27/1981,4.5,2,8,,,249,27.8,,,
4/28/1981,3.7,1,7,,,255,20.1,,1015.1,
4/29/1981,5.4,3,7,,,243,21.2,,1018.4,
4/30/1981,9.3,6,15,,,249,27.2,,1012.8,
5/1/1981,8.4,5,11,,,264,21.2,,1005.2,
5/2/1981,3.7,2,5,,,242,8.7,,,
5/3/1981,5.3,3,8,,,117,6.6,,1008.8,
5/4/1981,5,3,7,,,197,12.8,,,
5/5/1981,5.3,3,8,,,252,21.4,,1003.4,
5/6/1981,6.3,1,10,,,232,16.5,,,
5/7/1981,11.6,4,19,,,121,14.3,,1016.9,
5/8/1981,11.7,5,16,,,,5.6,,1010.9,
5/9/1981,,,,,,,,,,
5/10/1981,16.8,6,26,,,,10.5,,1002.7,
5/11/1981,15.8,12,22,,,82,15,,998.2,
5/12/1981,12.7,10,16,,,,8.3,,1004.5,
5/13/1981,10.6,8,13,,,232,13.4,,,
5/14/1981,11.8,8,16,,,271,8.3,,1013.1,
5/15/1981,13.5,10,19,,,,6.4,,1015.2,
5/16/1981,15.2,10,20,,,,7.4,,1012.1,
5/17/1981,10.1,7,12,,,251,12.3,,1015.8,
5/18/1981,11.8,4,19,,,110,9,,,
5/19/1981,15.5,6,23,,,,5,,1021.4,
5/20/1981,17.8,10,25,,,,8.3,,1019.9,
5/21/1981,17.8,11,24,,,,8.1,,1016.6,
5/22/1981,14,10,16,,,263,14.5,,,
5/23/1981,13,8,18,,,148,8.3,,1020,
5/24/1981,10.8,8,13,,,,8.8,,1015.8,
5/25/1981,12.6,8,18,,,,10.8,,1010.2,
5/26/1981,,,,,,,,,,
5/27/1981,9.8,6,13,,,251,20.7,,,
5/28/1981,11.8,5,16,,,,7.3,,1016.8,
5/29/1981,14.4,10,19,,,,11.5,,1017.2,
5/30/1981,16.6,11,22,,,,6.1,,1017.4,
5/31/1981,18.8,10,25,,,,8,,1016.4,
6/1/1981,21,15,26,,,,6.5,,1016.7,
6/2/1981,22,14,29,,,,5.9,,,
6/3/1981,,,,,,,,,,
6/4/1981,15,12,20,,,245,27.3,,1013.1,
6/5/1981,13.6,10,18,,,251,11.6,,,
6/6/1981,15.9,8,22,,,,7.6,,1017.8,
6/7/1981,17.3,13,23,,,326,6.5,,1016.1,
6/8/1981,16.9,12,21,,,172,8.5,,1014.5,
6/9/1981,20.4,16,27,,,,8.2,,1012.1,
6/10/1981,15.8,12,20,,,238,10.9,,1020.4,
6/11/1981,17.9,11,25,,,,5.3,,1021.4,
6/12/1981,19.1,12,26,,,261,11.6,,1020.3,
6/13/1981,15.8,12,20,,,,6.3,,1026.6,
6/14/1981,18.2,9,26,,,255,9.2,,1023.4,
6/15/1981,21.6,14,28,,,255,11.3,,,
6/16/1981,18.4,15,22,,,273,15.3,,,
6/17/1981,13,10,15,,,,11.5,,1015.2,
6/18/1981,8.8,7,11,,,283,13.4,,1017.8,
6/19/1981,8.3,7,10,,,288,11.2,,1020.4,
6/20/1981,,,,,,,,,,
6/21/1981,9.8,8,13,,,,7,,1018.4,
6/22/1981,8.7,7,11,,,,5.8,,1020.9,
6/23/1981,12,8,18,,,107,6.8,,1018.1,
6/24/1981,13.6,12,17,,,,5.6,,,
6/25/1981,15.1,9,20,,,,5.8,,,
6/26/1981,,,,,,,,,,
6/27/1981,17.8,11,24,,,101,9.1,,1013,
6/28/1981,19.9,11,26,,,,11.1,,1009.9,
6/29/1981,15.9,14,21,,,255,23.2,,1014.3,
6/30/1981,12.1,8,15,,,272,15.1,,1020.6,
7/1/1981,15.9,10,23,,,,10.5,,1016.9,
7/2/1981,,,,,,,,,,
7/3/1981,18.7,13,23,,,269,11.4,,1007.9,
7/4/1981,14.4,11,18,,,267,15.2,,,
7/5/1981,17,10,22,,,,6.4,,1021.9,
7/6/1981,17.2,12,23,,,,9.6,,1022.1,
7/7/1981,18.8,13,24,,,96,6.3,,1022.1,
7/8/1981,19.4,12,25,,,77,8.5,,,
7/9/1981,19.5,12,26,,,,8.6,,,
7/10/1981,19.6,12,26,,,,7.9,,1013.1,
7/11/1981,20.2,13,27,,,,5.7,,1014,
7/12/1981,17.5,16,20,,,239,14.4,,1018.3,
7/13/1981,17.3,13,22,,,,9.2,,1018.2,
7/14/1981,16.5,13,20,,,258,12.2,,1019.9,
7/15/1981,15.9,14,18,,,236,11.5,,,
7/16/1981,17.3,14,22,,,,6.8,,1017.6,
7/17/1981,17.4,14,21,,,,11,,1012.9,
7/18/1981,12.8,11,15,,,275,10.8,,1009.5,
7/19/1981,9.7,9,11,,,283,15.3,,,
7/20/1981,11.2,10,12,,,262,17.9,,,
7/21/1981,,,,,,,,,,
7/22/1981,,,,,,,,,,
7/23/1981,18.7,14,25,,,,10.5,,1009,
7/24/1981,13.4,10,17,,,261,10.9,,,
7/25/1981,11.8,9,16,,,243,17.3,,1019.2,
7/26/1981,11.8,10,15,,,247,16.7,,1024.2,
7/27/1981,12.4,11,16,,,247,20.4,,1021.5,
7/28/1981,14.2,12,17,,,284,13.8,,1020.9,
7/29/1981,16.6,13,22,,,,7.7,,,
7/30/1981,18.7,12,25,,,,7.3,,1018.3,
7/31/1981,19.9,13,25,,,,6,,1016.5,
8/1/1981,22.2,16,27,,,236,11,,,
8/2/1981,21.8,14,29,,,,6.2,,,
8/3/1981,21.4,16,26,,,,8,,1025.3,
8/4/1981,21.8,17,27,,,,9.4,,1026.4,
8/5/1981,20.8,15,27,,,63,10.4,,,
8/6/1981,,,,,,,,,,
8/7/1981,21.1,17,27,,,198,9.6,,,
8/8/1981,20.9,14,27,,,312,7.3,,1014.8,
8/9/1981,17.8,16,20,,,246,14.1,,,
8/10/1981,16.4,15,19,,,251,15.6,,1015.3,
8/11/1981,16.8,13,20,,,,6.2,,1015,
8/12/1981,17,14,21,,,,7,,1016.4,
8/13/1981,18,13,23,,,,7.4,,1017.7,
8/14/1981,18,10,25,,,,5.8,,1018.4,
8/15/1981,19.5,12,26,,,,7,,1018.2,
8/16/1981,20.2,13,27,,,,11.2,,1013.9,
8/17/1981,14.7,11,18,,,330,10.4,,1020.4,
8/18/1981,13.4,6,19,,,,4.5,,,
8/19/1981,15.8,8,23,,,203,8.3,,,
8/20/1981,17,12,23,,,236,17.2,,,
8/21/1981,13.8,12,16,,,284,15.8,,,
8/22/1981,14.5,8,20,,,243,15.5,,1017,
8/23/1981,12.4,9,15,,,274,14.3,,1018.5,
8/24/1981,12.2,10,16,,,277,12.9,,1024.5,
8/25/1981,12.8,6,18,,,,6.6,,,
8/26/1981,12.5,8,18,,,242,11.7,,,
8/27/1981,14.8,13,18,,,271,14.1,,1024,
8/28/1981,13,12,15,,,,13.5,,,
8/29/1981,14.7,9,20,,,,7.8,,1014.6,
8/30/1981,15.3,12,20,,,,6.6,,1015.3,
8/31/1981,15.7,8,23,,,,4.4,,1015.1,
9/1/1981,13.7,11,15,,,,5.9,,1017,
9/2/1981,13,10,17,,,,6.4,,,
9/3/1981,12.6,8,18,,,,8.9,,1023.8,
9/4/1981,,,,,,,,,,
9/5/1981,13.4,8,19,,,68,12.1,,,
9/6/1981,12.8,5,21,,,,5.9,,1024.3,
9/7/1981,14.4,6,23,,,,5.9,,1022.4,
9/8/1981,17.5,11,26,,,,7.6,,,
9/9/1981,16.2,15,19,,,,7.2,,1021.7,
9/10/1981,15.5,11,20,,,,8.5,,1017.1,
9/11/1981,14.2,11,18,,,,4.7,,1015.4,
9/12/1981,16.2,10,23,,,139,7.9,,1016.1,
9/13/1981,13.7,12,16,,,241,6.3,,1018.7,
9/14/1981,,,,,,,,,,
9/15/1981,11.5,6,17,,,243,12.2,,1021.9,
9/16/1981,13.4,11,16,,,237,14.3,,1019.1,
9/17/1981,14.3,10,19,,,267,9.2,,,
9/18/1981,13.7,7,21,,,,6.3,,1014.2,
9/19/1981,13.8,12,15,,,215,9.1,,,
9/20/1981,16.3,12,22,,,,10.4,,1011.4,
9/21/1981,19.5,12,28,,,,7.9,,1011.2,
9/22/1981,19.6,13,27,,,,10.7,,,
9/23/1981,,,,,,,,,,
9/24/1981,12,7,16,,,125,10.4,,,
9/25/1981,14.5,12,20,,,,11.1,,1007.5,
9/26/1981,14.7,8,21,,,128,11.6,,1006.6,
9/27/1981,13.2,11,16,,,257,9.1,,1008.3,
9/28/1981,10.4,9,12,,,303,12.1,,,
9/29/1981,8.7,8,9,,,250,20,,1015.5,
9/30/1981,9.1,8,11,,,,10.2,,1021.8,
10/1/1981,10.1,7,15,,,,9,,,
10/2/1981,11,5,17,,,,5.7,,1002.3,
10/3/1981,12,8,15,,,,11.3,,1000.1,
10/4/1981,11,8,15,,,,9.5,,,
10/5/1981,13.8,10,21,,,140,7.3,,1013.1,
10/6/1981,16.2,7,26,,,135,7.1,,,
10/7/1981,13.9,10,17,,,,16.9,,1020.6,
10/8/1981,11.6,7,17,,,,5.2,,1025.2,
10/9/1981,12.9,5,21,,,173,7.2,,,
10/10/1981,12.1,9,16,,,239,22.4,,,
10/11/1981,10.2,5,14,,,249,27.2,,1005.3,
10/12/1981,5.8,4,8,,,176,11.4,,1006.6,
10/13/1981,6,4,9,,,256,21,,1011.9,
10/14/1981,6.3,3,10,,,228,12.5,,1015.9,
10/15/1981,,,,,,,,,,
10/16/1981,8,6,10,,,71,10.1,,,
10/17/1981,10.4,7,16,,,112,7.9,,,
10/18/1981,13.8,7,21,,,,11.3,,,
10/19/1981,11.6,8,15,,,261,12.7,,1020.6,
10/20/1981,11.1,5,16,,,,10.5,,1012.3,
10/21/1981,8.8,4,12,,,257,10,,1007.9,
10/22/1981,1.9,0,4,,,,6.9,,,
10/23/1981,3.6,0,8,,,227,13.5,,1016.5,
10/24/1981,3.5,0,5,,,245,11.5,,1021,
10/25/1981,2.3,-3,8,,,183,9.2,,1016.2,
10/26/1981,,,,,,,,,,
10/27/1981,1.5,0,4,,,249,18.5,,1012.7,
10/28/1981,3.1,1,6,,,234,22.1,,,
10/29/1981,5.7,0,11,,,204,15.1,,,
10/30/1981,7.5,6,9,,,217,17,,,
10/31/1981,11.2,7,14,,,237,27.5,,1017.5,
11/1/1981,12.6,10,15,,,244,19,,,
11/2/1981,11.7,7,18,,,252,13.4,,1025.8,
11/3/1981,10.3,5,14,,,260,6.8,,1027.6,
11/4/1981,9.8,4,18,,,,5.4,,,
11/5/1981,6.7,4,9,,,264,8.6,,1025.8,
11/6/1981,4,2,6,,,266,16.3,,1028.4,
11/7/1981,0.3,-4,3,,,,10.1,,,
11/8/1981,-3.3,-6,-1,,,,4.4,,1030.4,
11/9/1981,-2.1,-4,-1,,,,7.6,,1029.2,
11/10/1981,-2.3,-6,-1,,,,8.2,,1033.4,
11/11/1981,-3.9,-10,1,,,214,7.1,,1029.1,
11/12/1981,2.4,0,4,,,,15.9,,1022.5,
11/13/1981,5,4,7,,,251,17,,1025.7,
11/14/1981,2,1,4,,,268,20.6,,1026.3,
11/15/1981,-0.6,-1,1,,,308,9.1,,1030.7,
11/16/1981,-1.9,-5,2,,,,5.8,,1030.6,
11/17/1981,-1.9,-7,4,,,,5.9,,1027.5,
11/18/1981,4.2,0,9,,,173,6.5,,1024.3,
11/19/1981,8.3,4,12,,,222,15.4,,1023.4,
11/20/1981,,,,,,,,,,
11/21/1981,9.9,4,15,,,233,20.2,,1027.4,
11/22/1981,11,5,15,,,241,16.8,,1027.9,
11/23/1981,8.2,3,15,,,209,9.3,,,
11/24/1981,7.7,3,13,,,263,23.7,,1018.9,
11/25/1981,1.6,0,5,,,259,21.1,,1025.9,
11/26/1981,0.5,0,2,,,252,29.9,,1029.3,
11/27/1981,5.2,1,9,,,229,21.3,,1019.3,
11/28/1981,2.9,0,7,,,241,17.4,,1009.7,
11/29/1981,0.4,0,1,,,271,11.7,,1011.4,
11/30/1981,,,,,,,,,,
12/1/1981,0.2,-1,4,,,259,27.6,,1009.7,
12/2/1981,-0.5,-2,0,,,283,13.3,,1024.8,
12/3/1981,-2.6,-8,-1,,,279,6,,,
12/4/1981,,,,,,,,,,
12/5/1981,0.4,0,2,,,259,25.2,,1012.7,
12/6/1981,-0.5,-4,1,,,217,15.9,,1007.3,
12/7/1981,0.7,-1,2,,,226,18.7,,997.5,
12/8/1981,,,,,,,,,,
12/9/1981,,,,,,,,,,
12/10/1981,-0.2,-2,2,,,216,14.5,,1005.3,
12/11/1981,1.4,-1,6,,,161,13.5,,,
12/12/1981,0.8,-3,6,,,,16.9,,998,
12/13/1981,-4.2,-7,-2,,,324,11.6,,1009.9,
12/14/1981,1,-8,5,,,216,24.4,,992.6,
12/15/1981,1.9,0,3,,,242,26.6,,,
12/16/1981,,,,,,,,,,
12/17/1981,-5.6,-8,-2,,,,3.5,,1009.4,
12/18/1981,-4,-7,-3,,,,6.2,,998.4,
12/19/1981,,,,,,,,,,
12/20/1981,-9.8,-13,-6,,,,7.6,,,
12/21/1981,-8.1,-13,-5,,,,4.7,,,
12/22/1981,-8.6,-12,-6,,,,3.7,,998.3,
12/23/1981,-2.7,-5,0,,,,3.8,,999.2,
12/24/1981,-2.7,-7,1,,,,8,,994.2,
12/25/1981,-0.4,-4,1,,,257,19.5,,1008.5,
12/26/1981,-3.8,-12,-1,,,,7.2,,,
12/27/1981,-11.4,-16,-8,,,,3.3,,1014.1,
12/28/1981,-6.5,-11,0,,,,4.8,,1006.1,
12/29/1981,-1,-9,7,,,102,7.6,,,
12/30/1981,1.9,-1,4,,,145,11.3,,,
12/31/1981,4.8,3,7,,,182,11.9,,997.5,
1/1/1982,,,,,,,,,,
1/2/1982,1.9,0,5,,,232,13.5,,,
1/3/1982,4.2,1,10,,,183,9.4,,,
1/4/1982,6.4,2,9,,,232,22.1,,,
1/5/1982,7.8,7,9,,,235,24.4,,,
1/6/1982,3,-6,7.4,,,269,29.9,,,
1/7/1982,-8.8,-11.7,-7,,,,8.2,,,
1/8/1982,-10.2,-13.2,-8.5,,,90,17,,,
1/9/1982,-6.9,-9.8,-0.8,,,,8.3,,,
1/10/1982,-9.5,-10.1,-8.6,,,63,11,,,
1/11/1982,-3.3,-8.8,1.9,,,,4.5,,1004.7,
1/12/1982,-5.3,-13.4,-0.6,,,13,7.2,,1017.6,
1/13/1982,-15.1,-19.2,-9.9,,,,2.6,,,
1/14/1982,-15,-19,-11.9,,,,2.3,,,
1/15/1982,-12.7,-17,-8.4,,,,2,,1032.7,
1/16/1982,-11.6,-14,-8.2,,,,2.1,,,
1/17/1982,,,,,,,,,,
1/18/1982,-8,-12.6,-2.8,,,,2.3,,,
